,area_type,availability,location,bath,price,bhk,sqft
572,Super built-up  Area,Ready To Move,Vittasandra,2,69.3,2,1404.0
573,Plot  Area,Ready To Move,Sarjapur  Road,4,225.0,4,2230.0
574,Super built-up  Area,Ready To Move,Other,3,120.0,3,1544.0
575,Super built-up  Area,Soon to be Vacated,Banashankari Stage III,2,58.7,3,1305.0
576,Super built-up  Area,Ready To Move,Marathahalli,2,80.0,2,1230.0
580,Built-up  Area,Ready To Move,Gottigere,2,45.0,2,967.0
581,Built-up  Area,Ready To Move,Other,1,36.0,1,540.0
582,Super built-up  Area,Soon to be Vacated,Hormavu,1,46.0,1,715.0
583,Super built-up  Area,Ready To Move,Whitefield,3,313.0,3,2500.0
584,Super built-up  Area,Ready To Move,Other,3,180.0,3,1578.0
585,Super built-up  Area,Ready To Move,Mysore Road,2,48.95,2,1020.0
586,Super built-up  Area,Ready To Move,Jigani,2,40.0,2,1020.0
587,Super built-up  Area,Ready To Move,Koramangala,2,102.0,2,1253.0
589,Super built-up  Area,Ready To Move,Nehru Nagar,2,38.0,2,961.0
590,Built-up  Area,Ready To Move,Kanakapura,3,75.0,3,1419.0
591,Super built-up  Area,Ready To Move,Harlur,3,150.0,3,1709.0
592,Plot  Area,Ready To Move,Other,2,115.0,2,1600.0
593,Super built-up  Area,Soon to be Vacated,Other,1,18.5,1,416.0
594,Carpet  Area,Ready To Move,Sanjay nagar,2,98.0,2,1100.0
599,Super built-up  Area,Ready To Move,Kalena Agrahara,2,85.0,3,1450.0
600,Super built-up  Area,Soon to be Vacated,Konanakunte,3,223.0,3,2791.0
601,Super built-up  Area,Ready To Move,Other,1,90.0,1,600.0
602,Built-up  Area,Ready To Move,Other,1,60.0,1,834.0
603,Plot  Area,Ready To Move,Other,4,70.0,3,1125.0
604,Super built-up  Area,Ready To Move,Arekere,3,140.0,3,2060.0
606,Built-up  Area,Ready To Move,Gottigere,2,25.0,2,891.0
607,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,49.07,2,1133.0
609,Super built-up  Area,Soon to be Vacated,Other,5,260.0,4,3000.0
610,Plot  Area,Ready To Move,Brookefield,5,425.0,4,2440.0
611,Built-up  Area,Ready To Move,Vidyaranyapura,2,55.0,2,1200.0
613,Super built-up  Area,Ready To Move,Kaggadasapura,2,40.0,2,1140.0
615,Plot  Area,Ready To Move,Other,5,250.0,6,2160.0
616,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,42.0,2,1090.0
618,Super built-up  Area,Ready To Move,Whitefield,4,360.0,4,4104.0
619,Super built-up  Area,Ready To Move,Whitefield,3,100.0,3,1790.0
620,Super built-up  Area,Soon to be Vacated,Hebbal,3,134.0,3,1920.0
621,Built-up  Area,Ready To Move,HRBR Layout,2,95.0,2,1374.0
622,Carpet  Area,Ready To Move,Bannerghatta Road,3,95.0,3,1445.0
623,Super built-up  Area,Soon to be Vacated,Kanakapura,1,36.0,1,711.0
624,Super built-up  Area,Ready To Move,Tumkur Road,3,95.0,3,1500.0
625,Super built-up  Area,Ready To Move,Whitefield,3,100.0,3,1720.0
626,Super built-up  Area,Ready To Move,Vasanthapura,3,60.0,3,1400.0
627,Built-up  Area,Ready To Move,Kundalahalli,2,49.0,2,1030.0
628,Super built-up  Area,Ready To Move,Mysore Road,2,85.0,2,1200.0
630,Plot  Area,Ready To Move,Hegde Nagar,1,56.0,2,1050.0
631,Super built-up  Area,Ready To Move,Jalahalli,3,160.0,3,2250.0
632,Super built-up  Area,Ready To Move,Bellandur,2,50.0,2,1000.0
633,Super built-up  Area,Ready To Move,Other,1,25.0,1,469.0
634,Super built-up  Area,Ready To Move,Marathahalli,4,250.0,4,3800.0
635,Super built-up  Area,Ready To Move,Kambipura,2,29.0,2,883.0
636,Super built-up  Area,Ready To Move,GM Palaya,2,86.0,3,1820.0
637,Built-up  Area,Ready To Move,Singasandra,2,65.0,3,1440.0
639,Built-up  Area,Ready To Move,Malleshwaram,5,325.0,4,2500.0
640,Super built-up  Area,Soon to be Vacated,Mahadevpura,2,48.0,2,1225.0
642,Carpet  Area,Ready To Move,Chikkalasandra,2,52.8,2,875.0
643,Super built-up  Area,Ready To Move,Jalahalli East,1,40.0,1,750.0
644,Super built-up  Area,Ready To Move,6th Phase JP Nagar,2,80.0,2,1180.0
645,Super built-up  Area,Ready To Move,Haralur Road,2,47.0,2,1194.0
649,Super built-up  Area,Ready To Move,Hosakerehalli,3,262.0,3,2378.0
650,Super built-up  Area,Ready To Move,Sarjapur,2,60.0,2,1128.0
651,Super built-up  Area,Ready To Move,Hebbal,3,150.0,3,1500.0
655,Super built-up  Area,Ready To Move,Bommasandra,3,46.0,3,1200.0
656,Built-up  Area,Soon to be Vacated,Haralur Road,5,260.0,4,3385.0
658,Super built-up  Area,Ready To Move,Horamavu Agara,2,45.0,2,1200.0
659,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,67.39,2,1260.0
664,Super built-up  Area,Ready To Move,Bisuvanahalli,2,45.0,3,1075.0
665,Built-up  Area,Ready To Move,Thanisandra,3,130.0,3,1702.0
666,Super built-up  Area,Ready To Move,Other,2,200.0,2,1630.0
667,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,38.55,2,1141.0
670,Built-up  Area,Ready To Move,Other,2,70.0,3,1200.0
671,Super built-up  Area,Ready To Move,Other,3,77.0,3,1350.0
672,Built-up  Area,Soon to be Vacated,Other,4,445.0,4,4046.0
673,Super built-up  Area,Soon to be Vacated,Other,2,78.34,3,1180.0
675,Super built-up  Area,Ready To Move,Other,2,115.0,2,1355.0
676,Plot  Area,Ready To Move,Other,1,50.0,1,600.0
678,Super built-up  Area,Ready To Move,Bannerghatta Road,2,120.0,3,1640.0
680,Super built-up  Area,Ready To Move,Kodichikkanahalli,2,57.0,3,1190.0
681,Plot  Area,Ready To Move,OMBR Layout,4,375.0,4,2400.0
682,Super built-up  Area,Ready To Move,Marathahalli,2,49.85,2,1019.0
683,Super built-up  Area,Ready To Move,Other,3,165.0,3,1875.0
685,Plot  Area,Ready To Move,Brookefield,3,140.0,3,1200.0
687,Super built-up  Area,Ready To Move,Lingadheeranahalli,3,109.0,3,1683.0
688,Super built-up  Area,Ready To Move,Kaggadasapura,3,83.3,3,1515.0
691,Super built-up  Area,Ready To Move,Varthur Road,2,61.75,2,1083.0
692,Plot  Area,Ready To Move,Other,2,55.0,2,600.0
695,Super built-up  Area,Ready To Move,Other,3,120.0,3,1750.0
697,Plot  Area,Soon to be Vacated,Anjanapura,3,139.0,3,1500.0
698,Super built-up  Area,Ready To Move,Abbigere,2,40.39,2,985.0
699,Plot  Area,Ready To Move,Tindlu,2,87.0,3,1500.0
702,Super built-up  Area,Soon to be Vacated,JP Nagar,5,548.5,5,5600.0
704,Plot  Area,Ready To Move,Other,2,98.5,3,1092.0
705,Built-up  Area,Soon to be Vacated,Electronic City Phase II,2,28.34,2,1090.0
706,Built-up  Area,Soon to be Vacated,Hennur Road,3,159.0,3,2264.0
708,Super built-up  Area,Soon to be Vacated,Kammasandra,2,24.5,2,810.0
710,Super built-up  Area,Soon to be Vacated,Hebbal,2,82.0,2,1337.0
711,Super built-up  Area,Ready To Move,Chandapura,2,32.0,2,1200.0
712,Super built-up  Area,Ready To Move,Koramangala,3,160.0,3,1580.0
714,Super built-up  Area,Soon to be Vacated,Whitefield,4,91.0,3,1640.0
716,Super built-up  Area,Ready To Move,Gubbalala,2,82.0,3,1470.0
718,Built-up  Area,Ready To Move,7th Phase JP Nagar,2,71.0,2,1050.0
719,Super built-up  Area,Soon to be Vacated,Other,3,225.0,3,1855.0
720,Super built-up  Area,Ready To Move,Bannerghatta Road,2,90.0,3,1460.0
721,Built-up  Area,Ready To Move,Hulimavu,3,100.0,3,1823.0
725,Plot  Area,Ready To Move,Parappana Agrahara,3,85.0,4,1200.0
726,Built-up  Area,Ready To Move,Jakkur,2,125.0,3,1590.0
728,Plot  Area,Ready To Move,Raja Rajeshwari Nagar,4,220.0,4,1200.0
730,Built-up  Area,Ready To Move,Haralur Road,2,53.0,2,1202.0
732,Super built-up  Area,Soon to be Vacated,Panathur,3,118.0,3,1688.0
733,Built-up  Area,Ready To Move,Kaval Byrasandra,2,52.0,2,1020.0
734,Super built-up  Area,Ready To Move,Sarjapur,2,47.0,2,1185.0
735,Super built-up  Area,Soon to be Vacated,Ramagondanahalli,2,52.04,2,1235.0
736,Super built-up  Area,Ready To Move,Hosakerehalli,5,500.0,4,3205.0
737,Super built-up  Area,Ready To Move,Banashankari,2,37.64,2,1077.0
738,Super built-up  Area,Ready To Move,Kengeri Satellite Town,2,66.0,3,1415.0
739,Super built-up  Area,Soon to be Vacated,EPIP Zone,3,162.0,3,2330.0
741,Built-up  Area,Ready To Move,Other,1,20.03,1,425.0
744,Super built-up  Area,Ready To Move,Anekal,2,22.0,2,656.0
746,Super built-up  Area,Ready To Move,Mahadevpura,2,52.0,2,1150.0
747,Plot  Area,Ready To Move,Other,1,60.0,1,600.0
748,Super built-up  Area,Ready To Move,Other,2,140.0,2,1468.0
749,Plot  Area,Ready To Move,Other,5,550.0,4,4300.0
750,Super built-up  Area,Soon to be Vacated,Whitefield,4,126.0,3,2280.0
751,Super built-up  Area,Ready To Move,Hegde Nagar,2,97.0,2,1341.0
752,Super built-up  Area,Ready To Move,Jakkur,2,77.0,2,1279.0
753,Super built-up  Area,Soon to be Vacated,Electronic City Phase II,4,98.88,4,2225.0
756,Super built-up  Area,Ready To Move,Kudlu,2,53.5,2,1152.0
758,Super built-up  Area,Ready To Move,Hulimavu,2,36.0,2,1300.0
759,Plot  Area,Soon to be Vacated,Varthur Road,4,155.0,4,2760.0
760,Super built-up  Area,Soon to be Vacated,5th Phase JP Nagar,2,39.0,2,1070.0
761,Super built-up  Area,Ready To Move,Uttarahalli,2,45.0,2,1101.0
762,Super built-up  Area,Ready To Move,Other,2,55.0,2,775.0
763,Super built-up  Area,Ready To Move,Yeshwanthpur,1,36.85,1,667.0
764,Super built-up  Area,Ready To Move,Electronic City,2,55.0,2,1070.0
766,Super built-up  Area,Ready To Move,Kundalahalli,2,57.99,2,735.0
769,Super built-up  Area,Ready To Move,Marathahalli,2,67.0,2,1215.0
771,Super built-up  Area,Ready To Move,Vishwapriya Layout,2,30.0,2,820.0
772,Super built-up  Area,Soon to be Vacated,Banashankari Stage VI,2,59.935,2,1177.5
773,Super built-up  Area,Ready To Move,Battarahalli,3,89.61,3,1779.0
777,Super built-up  Area,Ready To Move,Jalahalli,2,150.0,2,1694.0
778,Super built-up  Area,Ready To Move,Hosakerehalli,3,203.0,3,2376.0
780,Super built-up  Area,Ready To Move,Kammasandra,2,33.0,2,674.0
781,Super built-up  Area,Ready To Move,Kaggadasapura,2,41.0,2,1185.0
782,Super built-up  Area,Ready To Move,Thanisandra,1,28.0,1,445.0
784,Super built-up  Area,Ready To Move,HSR Layout,3,75.0,3,1475.0
785,Super built-up  Area,Ready To Move,Gottigere,3,82.5,3,1618.0
786,Super built-up  Area,Ready To Move,Koramangala,2,65.0,2,1120.0
787,Super built-up  Area,Ready To Move,Marathahalli,3,152.0,4,2181.0
788,Plot  Area,Ready To Move,Vidyaranyapura,4,90.0,4,1200.0
791,Super built-up  Area,Soon to be Vacated,Bannerghatta Road,2,66.02,2,1179.0
792,Super built-up  Area,Ready To Move,Thanisandra,2,83.0,2,1296.0
793,Built-up  Area,Ready To Move,Kaggadasapura,2,52.0,2,1275.0
795,Super built-up  Area,Ready To Move,Kathriguppe,2,77.0,3,1400.0
796,Super built-up  Area,Ready To Move,Gottigere,2,63.0,2,1222.0
799,Super built-up  Area,Ready To Move,Tumkur Road,3,112.0,3,1779.0
801,Super built-up  Area,Soon to be Vacated,JP Nagar,4,453.0,4,4624.5
802,Super built-up  Area,Ready To Move,Haralur Road,2,61.0,2,1056.0
803,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,46.0,2,1100.0
804,Built-up  Area,Ready To Move,Arekere,2,40.0,2,920.0
806,Built-up  Area,Ready To Move,Padmanabhanagar,2,62.0,2,1176.0
808,Super built-up  Area,Ready To Move,Other,3,135.0,3,1352.0
809,Built-up  Area,Ready To Move,Kasavanhalli,3,99.0,3,1717.0
812,Super built-up  Area,Ready To Move,Vittasandra,2,67.3,2,1246.0
813,Super built-up  Area,Soon to be Vacated,Anandapura,2,42.79,2,1141.0
814,Built-up  Area,Ready To Move,Hennur Road,2,84.0,2,1157.0
815,Super built-up  Area,Soon to be Vacated,Chandapura,2,27.68,2,1025.0
816,Built-up  Area,Ready To Move,Yelahanka New Town,1,33.0,1,650.0
817,Super built-up  Area,Ready To Move,Hebbal,2,98.0,2,1349.0
822,Super built-up  Area,Ready To Move,Varthur,2,34.9,2,1091.0
823,Super built-up  Area,Ready To Move,Rachenahalli,4,300.0,4,3670.0
824,Built-up  Area,Ready To Move,7th Phase JP Nagar,2,50.49,2,918.0
825,Super built-up  Area,Soon to be Vacated,Yeshwanthpur,4,130.0,4,1950.0
827,Super built-up  Area,Ready To Move,Yelahanka,3,95.0,3,1705.0
829,Super built-up  Area,Soon to be Vacated,Kanakpura Road,1,30.0,1,525.0
830,Built-up  Area,Soon to be Vacated,Whitefield,2,83.0,2,1447.0
832,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,100.0,3,1450.0
834,Built-up  Area,Ready To Move,Vasanthapura,2,40.0,2,1022.0
835,Built-up  Area,Ready To Move,Hebbal,2,45.0,2,1000.0
836,Super built-up  Area,Soon to be Vacated,Electronic City,2,68.75,2,1128.0
839,Plot  Area,Ready To Move,Nagarbhavi,2,150.0,2,1200.0
841,Super built-up  Area,Ready To Move,Kanakpura Road,2,75.0,2,1339.0
843,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,39.52,2,1040.0
844,Super built-up  Area,Ready To Move,Kadugodi,2,58.0,2,1198.0
845,Plot  Area,Ready To Move,Other,3,95.0,4,1200.0
846,Super built-up  Area,Ready To Move,Sarjapur  Road,3,113.0,3,1691.0
848,Super built-up  Area,Soon to be Vacated,1st Block Jayanagar,3,194.0,3,1630.0
850,Super built-up  Area,Soon to be Vacated,Bannerghatta Road,2,58.935,2,1122.5
853,Built-up  Area,Ready To Move,Brookefield,2,70.0,2,1142.0
854,Super built-up  Area,Ready To Move,Other,3,184.0,3,1976.0
856,Super built-up  Area,Ready To Move,Kothannur,3,82.0,3,1853.0
858,Super built-up  Area,Ready To Move,Kasturi Nagar,2,92.0,2,1567.0
859,Super built-up  Area,Ready To Move,Talaghattapura,2,27.24,2,1090.0
863,Built-up  Area,Ready To Move,Subramanyapura,2,52.0,2,1200.0
864,Built-up  Area,Ready To Move,Kodichikkanahalli,2,41.0,2,995.0
865,Super built-up  Area,Ready To Move,Magadi Road,2,41.1,2,884.0
868,Super built-up  Area,Ready To Move,KR Puram,2,46.55,2,1225.0
869,Super built-up  Area,Soon to be Vacated,Electronic City,2,73.3,2,1342.0
870,Built-up  Area,Soon to be Vacated,Uttarahalli,2,67.0,2,1345.0
871,Built-up  Area,Ready To Move,Kodigehaali,3,65.0,3,1320.0
873,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,49.39,2,1140.0
874,Super built-up  Area,Ready To Move,Battarahalli,2,50.0,2,1300.0
875,Super built-up  Area,Ready To Move,Hosa Road,3,85.0,3,1652.0
877,Built-up  Area,Ready To Move,Arekere,2,95.0,3,1740.0
878,Super built-up  Area,Ready To Move,Electronic City,2,71.0,3,1360.0
881,Super built-up  Area,Ready To Move,Sarjapur  Road,2,95.0,2,1278.0
882,Super built-up  Area,Soon to be Vacated,Electronic City Phase II,1,40.0,1,630.0
884,Plot  Area,Ready To Move,Other,3,95.0,3,1200.0
886,Super built-up  Area,Soon to be Vacated,Chandapura,1,15.135,1,582.5
888,Built-up  Area,Ready To Move,Hosur Road,5,240.0,5,3300.0
889,Plot  Area,Ready To Move,Basaveshwara Nagar,5,415.0,5,4500.0
890,Super built-up  Area,Ready To Move,Gunjur,2,66.0,3,1356.0
893,Built-up  Area,Ready To Move,Ramamurthy Nagar,2,37.0,2,1050.0
896,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,42.79,2,1070.0
897,Super built-up  Area,Soon to be Vacated,Varthur,2,80.0,2,1385.0
898,Plot  Area,Ready To Move,Varthur,1,70.0,1,1000.0
899,Built-up  Area,Soon to be Vacated,Whitefield,3,130.0,3,1897.0
900,Super built-up  Area,Soon to be Vacated,Magadi Road,2,55.78,2,1005.0
901,Super built-up  Area,Ready To Move,Green Glen Layout,3,125.0,3,1575.0
902,Super built-up  Area,Ready To Move,Subramanyapura,2,65.0,2,975.0
903,Super built-up  Area,Ready To Move,Hennur Road,3,120.0,3,1904.0
904,Super built-up  Area,Ready To Move,Kengeri Satellite Town,1,30.0,1,930.0
905,Super built-up  Area,Soon to be Vacated,Kanakpura Road,1,26.0,1,525.0
906,Super built-up  Area,Ready To Move,Other,1,17.0,1,686.0
907,Plot  Area,Ready To Move,Electronic City Phase II,3,150.0,2,2400.0
908,Plot  Area,Ready To Move,Other,1,233.0,2,1410.0
909,Built-up  Area,Soon to be Vacated,Sarjapur  Road,3,140.0,3,2238.0
910,Super built-up  Area,Ready To Move,Harlur,2,69.0,2,1174.0
911,Built-up  Area,Ready To Move,Thubarahalli,4,239.0,4,3800.0
912,Super built-up  Area,Ready To Move,Whitefield,2,125.0,3,2225.0
913,Super built-up  Area,Ready To Move,Other,2,200.0,2,1250.0
914,Super built-up  Area,Ready To Move,Jigani,2,52.0,2,918.0
915,Super built-up  Area,Ready To Move,Mahadevpura,2,52.0,2,1250.0
916,Super built-up  Area,Ready To Move,Sarjapur  Road,3,110.0,3,1800.0
917,Built-up  Area,Ready To Move,Marathahalli,2,53.0,2,1170.0
919,Built-up  Area,Ready To Move,Bannerghatta Road,2,45.0,2,793.0
920,Super built-up  Area,Ready To Move,Jakkur,3,107.0,3,1710.0
921,Super built-up  Area,Ready To Move,Kambipura,2,57.5,3,1082.0
923,Built-up  Area,Ready To Move,Other,4,180.0,4,1500.0
928,Super built-up  Area,Ready To Move,Bellandur,5,423.0,5,4239.0
929,Built-up  Area,Ready To Move,Konanakunte,1,58.0,2,884.0
930,Super built-up  Area,Soon to be Vacated,Hosa Road,2,98.89,2,1045.0
931,Super built-up  Area,Ready To Move,Marathahalli,2,49.86,2,1019.0
932,Super built-up  Area,Ready To Move,Ambedkar Nagar,4,130.0,3,1935.0
934,Super built-up  Area,Ready To Move,Lakshminarayana Pura,3,150.0,3,1680.0
935,Super built-up  Area,Soon to be Vacated,Hebbal,5,247.0,4,2470.0
937,Super built-up  Area,Ready To Move,Hosakerehalli,3,330.0,3,2480.0
939,Plot  Area,Ready To Move,Ramamurthy Nagar,4,187.0,5,1800.0
941,Super built-up  Area,Ready To Move,Whitefield,4,304.0,4,4348.5
942,Built-up  Area,Ready To Move,Attibele,1,11.0,1,400.0
943,Built-up  Area,Soon to be Vacated,Kundalahalli,2,82.0,2,1047.0
944,Super built-up  Area,Ready To Move,Other,2,87.0,2,1282.0
945,Super built-up  Area,Ready To Move,NGR Layout,2,45.9,2,1020.0
948,Built-up  Area,Ready To Move,Kasavanhalli,4,240.0,4,3260.0
950,Super built-up  Area,Ready To Move,Koramangala,5,425.0,4,3500.0
951,Built-up  Area,Ready To Move,Other,2,95.0,3,1500.0
952,Super built-up  Area,Ready To Move,Sahakara Nagar,2,95.0,3,1500.0
953,Plot  Area,Ready To Move,Yelahanka,5,270.0,4,3206.0
955,Super built-up  Area,Soon to be Vacated,Hosa Road,3,80.0,3,1639.0
957,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2,55.79,2,1303.0
958,Super built-up  Area,Ready To Move,Koramangala,1,110.0,2,1005.0
959,Super built-up  Area,Ready To Move,Kammasandra,1,18.41,1,657.5
962,Super built-up  Area,Ready To Move,Other,1,115.0,2,1300.0
964,Super built-up  Area,Soon to be Vacated,Seegehalli,2,35.14,2,901.0
965,Super built-up  Area,Ready To Move,Rajaji Nagar,3,200.0,3,1725.0
966,Built-up  Area,Ready To Move,Sarjapur,2,42.0,3,900.0
967,Super built-up  Area,Ready To Move,BEML Layout,2,55.0,2,1060.0
968,Super built-up  Area,Ready To Move,NGR Layout,2,48.45,2,1020.0
969,Super built-up  Area,Soon to be Vacated,Varthur,3,65.99,3,1535.0
970,Built-up  Area,Ready To Move,Other,1,20.0,1,530.0
972,Super built-up  Area,Ready To Move,Other,2,80.0,2,1350.0
974,Super built-up  Area,Ready To Move,Uttarahalli,2,47.0,2,1175.0
977,Plot  Area,Ready To Move,Ramamurthy Nagar,4,240.0,5,1640.0
978,Built-up  Area,Ready To Move,Giri Nagar,2,42.0,2,650.0
979,Super built-up  Area,Ready To Move,Marathahalli,2,71.55,2,1325.0
981,Super built-up  Area,Soon to be Vacated,Jakkur,2,86.51,3,1396.0
983,Super built-up  Area,Ready To Move,Thanisandra,3,100.0,3,1825.0
984,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2,49.98,2,1190.0
985,Super built-up  Area,Ready To Move,Marathahalli,2,56.5,2,1220.0
987,Super built-up  Area,Ready To Move,Hennur Road,3,109.0,3,1891.0
989,Super built-up  Area,Soon to be Vacated,Hosa Road,2,55.15,2,1161.0
990,Super built-up  Area,Ready To Move,Sarjapur,1,17.535,1,649.5
993,Super built-up  Area,Ready To Move,Yeshwanthpur,1,36.85,1,665.0
994,Super built-up  Area,Soon to be Vacated,Mysore Road,2,73.5,2,1175.0
995,Built-up  Area,Ready To Move,Hoodi,2,80.0,2,1425.0
996,Plot  Area,Ready To Move,Chikkabanavar,1,20.0,1,1200.0
997,Plot  Area,Soon to be Vacated,ITPL,3,56.12,3,1200.0
998,Built-up  Area,Ready To Move,Somasundara Palya,2,67.0,2,1255.0
999,Super built-up  Area,Ready To Move,Hegde Nagar,4,145.0,3,2112.95
1000,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1,22.0,1,600.0
1001,Super built-up  Area,Soon to be Vacated,Haralur Road,3,100.0,3,1810.0
1002,Super built-up  Area,Ready To Move,Indira Nagar,2,93.0,2,1200.0
1003,Super built-up  Area,Ready To Move,Harlur,2,49.0,2,1033.0
1004,Super built-up  Area,Ready To Move,ITPL,3,89.5,3,1548.0
1008,Built-up  Area,Ready To Move,Margondanahalli,2,82.0,2,2400.0
1009,Super built-up  Area,Ready To Move,Pattandur Agrahara,2,44.5,2,1025.0
1012,Built-up  Area,Ready To Move,5th Phase JP Nagar,2,62.8,2,1256.0
1013,Super built-up  Area,Ready To Move,Whitefield,3,163.0,4,2268.0
1016,Built-up  Area,Ready To Move,Attibele,1,12.0,1,400.0
1017,Plot  Area,Ready To Move,Chandapura,2,60.0,2,1400.0
1022,Super built-up  Area,Ready To Move,Sahakara Nagar,2,56.0,2,1100.0
1025,Super built-up  Area,Soon to be Vacated,Horamavu Banaswadi,2,80.5,2,1460.0
1026,Super built-up  Area,Ready To Move,Rachenahalli,2,74.5,3,1530.0
1027,Built-up  Area,Ready To Move,HSR Layout,2,55.0,2,1467.0
1028,Super built-up  Area,Ready To Move,Other,1,40.0,1,950.0
1029,Super built-up  Area,Ready To Move,Vittasandra,2,64.5,2,1246.0
1030,Super built-up  Area,Soon to be Vacated,Kanakapura,1,38.0,1,711.0
1031,Super built-up  Area,Ready To Move,Haralur Road,2,46.0,2,1194.0
1034,Super built-up  Area,Ready To Move,Hoodi,2,75.0,2,1420.0
1035,Super built-up  Area,Ready To Move,Kathriguppe,2,68.75,3,1250.0
1036,Built-up  Area,Ready To Move,Akshaya Nagar,2,58.0,2,1280.0
1039,Plot  Area,Ready To Move,Other,4,205.0,4,1215.0
1050,Super built-up  Area,Ready To Move,Iblur Village,3,235.0,3,3235.0
1052,Super built-up  Area,Ready To Move,HSR Layout,2,46.0,2,1140.0
1053,Plot  Area,Ready To Move,7th Phase JP Nagar,3,170.0,3,1500.0
1054,Super built-up  Area,Ready To Move,Horamavu Agara,3,75.0,3,1560.0
1055,Super built-up  Area,Ready To Move,JP Nagar,2,70.0,2,1100.0
1057,Super built-up  Area,Soon to be Vacated,Hebbal,2,50.0,2,1036.0
1058,Built-up  Area,Ready To Move,Akshaya Nagar,3,85.1,3,1662.0
1059,Super built-up  Area,Ready To Move,Yelachenahalli,2,105.0,3,1464.0
